source,title,description,content,url,publishedAt
Biztoc.com,Netanyahu fires Israeli defense minister amid disagreements over Gaza campaign,"The News Israeli Prime Minister Benjamin Netanyahu fired defense minister Yoav Gallant, the PM’s office said Tuesday. Gallant will be replaced by the current foreign minister, Israel Katz, and Gideon Sa’ar will replace Katz as foreign minister. In a video pos…","The NewsIsraeli Prime Minister Benjamin Netanyahu fired defense minister Yoav Gallant, the PMs office said Tuesday. Gallant will be replaced by the current foreign minister, Israel Katz, and Gideon S… [+140 chars]",https://biztoc.com/x/35eb895e5e1b0f90,
Biztoc.com,Netanyahu tells Iranians 'don't lose hope' in 'special' message,"Israeli Prime Minister Benjamin Netanyahu on Tuesday called on the people of Iran not to lose hope, stating that the country's regime fears its own people more than Israel.In a video message published...","Israeli Prime Minister Benjamin Netanyahu on Tuesday called on the people of Iran not to lose hope, stating that the country's regime fears its own people more than Israel.In a video message publishe… [+69 chars]",https://biztoc.com/x/3afc62711f78b2a7,
Biztoc.com,"Netanyahu Fires Israel's Defense Minister, Confused Algos Dump Oil","Netanyahu Fires Israel's Defense Minister, Confused Algos Dump Oil   After hitting a session high just around noon, oil has since tumbled to session lows following news that Israel's Prime Minister Benjamin Netanyahu has fired Defense Minister Yoav Gallant, a…","Netanyahu Fires Israel's Defense Minister, Confused Algos Dump Oil  After hitting a session high just around noon, oil has since tumbled to session lows following news that Israel's Prime Minister Be… [+143 chars]",https://biztoc.com/x/1747e94154b78ae7,
Biztoc.com,Israel hostage families attack Netanyahu over Hamas leaks,Five arrested over allegations that prime minister’s opponents say ‘ought to horrify every Israeli’,"Five arrested over allegations that prime ministers opponents say ought to horrify every Israeli  This story appeared on ft.com, 2024-11-05 17:02:22.",https://biztoc.com/x/db545df754d86946,
Biztoc.com,Israel's Netanyahu dismisses defense minister in surprise announcement,"While Netanyahu has called for continued military pressure on Hamas, Gallant had taken a more pragmatic approach, saying that military force has created the necessary conditions for a diplomatic deal that could bring home hostages held by the militant group.","While Netanyahu has called for continued military pressure on Hamas, Gallant had taken a more pragmatic approach, saying that military force has created the necessary conditions for a diplomatic deal… [+112 chars]",https://biztoc.com/x/ad5577a25444f1b1,
The New Republic,Trump Praised Netanyahu in Call After One of Israel’s Worst Attacks,"Despite his recent overtures to Muslim and Arab American voters, Donald Trump privately encouraged Benjamin Netanyahu in a phone call earlier this month to “do what you have to do.”   The Washington Post reported Friday the former president told the Israeli p…","Robinson morphed into a political pariah after CNN published a sprawling investigation last month about his pre-politics proclivities, which included writing in online pornographic forums that he had… [+1710 chars]",https://newrepublic.com/post/187577/trump-praise-netanyahu-call,
CBC News,"Netanyahu wanted a Trump victory, and got it. What will it mean for the war?","In congratulating Donald Trump for his ""huge"" election victory, Israeli Prime Minister Benjamin Netanyahu's social media posts were full of excitement. Netanyahu has reason to be pleased. Now, he sees the man he once called ""Israel's best friend"" returning to…","In congratulating Donald Trump for his ""huge"" election victory, Israeli Prime Minister Benjamin Netanyahu's social media  posts   were full of excitement.   Calling it ""history's greatest comeback!"",… [+9087 chars]",https://www.cbc.ca/news/world/israel-trump-1.7375519,
[Removed],[Removed],[Removed],[Removed],https://removed.com,
[Removed],[Removed],[Removed],[Removed],https://removed.com,
CBC News,"Israel's Netanyahu dismisses defence minister, citing 'crisis of trust' amid multiple wars","Israeli Prime Minister Benjamin Netanyahu on Tuesday dismissed his popular defence minister, Yoav Gallant, in a surprise announcement that came as the country is embroiled in wars on multiple fronts across the region.","Israeli Prime Minister Benjamin Netanyahu on Tuesday dismissed his popular defence minister, Yoav Gallant, in a surprise announcement that came as the country is embroiled in wars on multiple fronts … [+2608 chars]",https://www.cbc.ca/news/world/netanyahu-gallant-1.7374256,
Forbes,Netanyahu Fires Israeli Defense Minister Yoav Gallant—Citing ‘Crisis Of Trust’,Netanyahu said his trust in Gallant had “eroded” in recent months.,"Israeli Prime Minister Benjamin Netanyahu fired defense minister Yoav Gallant on Tuesday, after Netanyahu said trust between the two officials had eroded in recent months following disagreements over… [+2235 chars]",https://www.forbes.com/sites/tylerroush/2024/11/05/netanyahu-fires-israeli-defense-minister-yoav-gallant-citing-crisis-of-trust/,
RT,Netanyahu fires Israeli defense minister,Israeli PM Benjamin Netanyahu has fired Defense Minister Yoav Gallant for “broken trust” Read Full Article at RT.com,"Israeli Prime Minister Benjamin Netanyahu has fired Defense Minister Yoav Gallant, citing “significant gaps” in their position on the war against Hamas and Hezbollah.  Foreign Minister Israel Katz ha… [+1365 chars]",https://www.rt.com/news/607071-netanyahu-fires-defense-minister/,
Biztoc.com,"Netanyahu, Trump Discuss Iran as Israel Hits Targets in Lebanon, Gaza","Israeli Prime Minister Benjamin Netanyahu announced that he has had three conversations with Donald Trump since Tuesday's election, emphasizing that they ""see eye-to-eye regarding the Iranian threat and all of its components."" Israeli President Isaac Herzog i…","Israeli Prime Minister Benjamin Netanyahu announced that he has had three conversations with Donald Trump since Tuesday's election, emphasizing that they ""see eye-to-eye regarding the Iranian threat … [+140 chars]",https://biztoc.com/x/61e6558c5ff2896d,
Democracy Now!,"""Itching for a War"": Biden Deploys U.S. Troops to Israel as Netanyahu Threatens Escalation with Iran","We look at Israel’s threats to launch retaliatory strikes against Iran as fears grow of a broader regional war. We speak to analyst Trita Parsi, executive vice president of the Quincy Institute for Responsible Statecraft, about the Biden administration sendin…",This is viewer supported news. Please do your part today.  Donate  We look at Israel’s threats to launch retaliatory strikes against Iran as fears grow of a broader regional war. We speak to analyst … [+559 chars],https://www.democracynow.org/2024/10/17/iran_israel_escalation,
Democracy Now!,Will Netanyahu Incite a War with Iran? Leaked U.S. Docs Detail Israel's Attack Plans,"The Biden administration has launched a probe after highly classified U.S. intelligence documents were posted online showing that Israel is taking steps to launch a retaliatory attack against Iran. Meanwhile, a drone hit Benjamin Netanyahu’s seaside home Satu…",This is viewer supported news. Please do your part today.  Donate  The Biden administration has launched a probe after highly classified U.S. intelligence documents were posted online showing that Is… [+559 chars],https://www.democracynow.org/2024/10/21/us_israeli_plans_to_attack_iran,
RT,Netanyahu claims responsibility for explosive pager attack,Prime Minister Benjamin Netanyahu has acknowledged that Israel was behind the explosions of thousands of pagers across Lebanon Read Full Article at RT.com,Prime Minister Benjamin Netanyahu has acknowledged for the first time that Israeli special services were behind a sabotage operation in which thousands of handheld pagers and radios exploded across L… [+2911 chars],https://www.rt.com/news/607448-netanyahu-admits-pager-attack/,
RT,Netanyahu accuses Israeli media of ‘witch hunt’,"A slew of reports have claimed that the prime minister’s staff have been engaged in criminal activity, including attempted blackmail Read Full Article at RT.com","Israeli Prime Minister Benjamin Netanyahu has accused the country’s media of an “organized witch hunt” against his office, amid a spate of reports of alleged criminal activity by his staff, including… [+2575 chars]",https://www.rt.com/news/607531-netanyahu-accuses-media-witch-hunt/,
Biztoc.com,Netanyahu Wanted Trump Back. But the Middle East Has Changed Since 2016,"The region looks different than when Donald Trump first took office, and so does Trump’s inner circle.","The region looks different than when Donald Trump first took office, and so does Trumps inner circle.  This story appeared on wsj.com, 2024-11-07 16:25:00.",https://biztoc.com/x/a3b2dd29bf71afee,
Biztoc.com,Netanyahu to send rescue planes to Amsterdam after violence against Israeli football fans,Clashes took place after Uefa Europa League match between Ajax and Maccabi Tel Aviv,"Clashes took place after Uefa Europa League match between Ajax and Maccabi Tel Aviv  This story appeared on ft.com, 2024-11-08 09:04:21.",https://biztoc.com/x/a0f589692c0f564c,
RT,Netanyahu claims Hezbollah tried to assassinate him,Israeli Prime Minister Benjamin Netanyahu has said that Hezbollah tried to assassinate him with a kamikaze drone Read Full Article at RT.com,Israeli Prime Minister Benjamin Netanyahu has accused the Iranian-backed armed group Hezbollah of attempting to kill him and his wife after his vacation home was targeted by a drone launched from Leb… [+2104 chars],https://www.rt.com/news/605963-netanyahu-claims-hezbollah-tried-to-assassinate/,
Slate Magazine,Why Trump’s Phone Call With Netanyahu Is So Alarming,"If the story is true, Trump committed not only an act of diplomatic recklessness but also, quite possibly, a federal crime.","Donald Trump told a crowd of supporters that he spoke with Israeli Prime Minister Benjamin Netanyahu on Saturday, mainly about the Middle East wars. According to Trump, the Israeli leader said he dis… [+7098 chars]",https://slate.com/news-and-politics/2024/10/us-israel-trump-phone-call-netanyahu-gaza-cease-fire-2024-election.html,
Democracy Now!,Gideon Levy: Death of Sinwar Won't End Israel's War While U.S. Gives Netanyahu Free Rein in Gaza,"Israel announced Thursday it had killed Hamas leader Yahya Sinwar in Gaza, releasing a video allegedly showing Sinwar’s final moments before his death after Israeli forces in Rafah attacked the building he was in. After the announcement, Israeli Prime Ministe…","This is viewer supported news. Please do your part today.  Donate  Israel announced Thursday it had killed Hamas leader Yahya Sinwar in Gaza, releasing a video allegedly showing Sinwar’s final moment… [+689 chars]",https://www.democracynow.org/2024/10/18/gideon_levy,
CBS News,"Netanyahu calls Trump's win a ""huge victory""","Leaders around the world reacted to former President Donald Trump winning the U.S. presidency again. Israeli Prime Minister Benjamin Netanyahu called it a ""huge victory"" and his office said the two spoke for 20 minutes on Wednesday. CBS News senior foreign co…","Watch CBS News  Copyright ©2024 CBS Interactive Inc. All rights reserved.  Get browser notifications for breaking news, live events, and exclusive reporting.  Not NowTurn On",https://www.cbsnews.com/video/netanyahu-calls-trumps-win-huge-victory/,
